ITEM,COMMENT,SPACE,POS_NEG,CR,ID,PRINT,RATE1,RATE2,RATE3,RATE4,FREQUENCY,FREQ_2,FREQ_3,FREQ_4,FREQ_5,FREQ_6
"Delawarr, Female Genital System, Ovaries, Tubal Extremity",,,"+",,239,0,1.50000000e+00,5.62500000e+01,,,1.00000000e+00,8.80000000e+02,,,,
"Ear, Middle Ear",,,,,240,0,1.50000000e+00,5.87500000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis","Balance Of 3.00-9.00 Adrenals is Effective",,"-",,242,0,2.00000000e+00,0.00000000e+00,,,7.42000000e+02,1.58000000e+03,2.63200000e+03,,,
"Herb, Parsley, High in Antioxidants","To Reduce Poisons, good for cleansing the kidneys & controlling calcium in the body, great source of potassium",,,,244,0,2.00000000e+00,1.50000000e+00,,,,,,,,
"Animal, Diseases, Swine, Viral Diseases, Diarrhea, Dysentery, Scours",,,"-",,245,0,2.00000000e+00,4.50000000e+00,,,,,,,,
"Dermatologic Disorders, Fungus, Skin, (Scalp & Hair)",,,"-",,246,0,2.00000000e+00,6.00000000e+00,,,7.87000000e+02,,,,,
"Delawarr, Central Nervous System, Hind Brain, Cerebellum, Left","With Depression Check Need To Decrease Enkephalins Area Of Emotions",,"+",,247,0,2.00000000e+00,2.90000000e+01,,,,,,,,
"Fruit & Vegetable, Avocado","Balance To Help Skin",,,,248,0,2.00000000e+00,1.45000000e+01,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache, From Tension","Used For",,"-",,249,0,2.00000000e+00,1.50000000e+01,,,,,,,,
"Parasites, Worms",,,,,250,0,2.00000000e+00,1.60000000e+01,,,6.00000000e+01,1.25000000e+02,,,,
"Animal, Diseases, Sheep, Abortion, Used For","Causes Infectious Abortion In Domestic Cattle",,"-",,251,0,2.00000000e+00,1.80000000e+01,,,,,,,,
"Pyorrhea, Used For",,,,,254,0,2.00000000e+00,2.50000000e+01,,,4.32999992e+01,,,,,
"Dental, Teeth, Wisdom",,,,,255,0,2.00000000e+00,2.60000000e+01,,,,,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis",,,"-",,256,0,2.00000000e+00,2.70000000e+01,,,7.42000000e+02,1.58000000e+03,2.63200000e+03,,,
"Edema, Fluid or Water Retention","Balance Of 3.00-9.00 Adrenals is Effective, Check Posterior Pituitary 56.00-23.00, Use 6.00-17.00, 3.00-82.00, 23.00-23.00",,,,257,0,2.00000000e+00,2.90000000e+01,,,,,,,,
"Bacteria, Staphylococcus, Gram-Positive, Infectious Bacterial Disorders","Throat, Burning, Esophagus, In",,"-",,259,0,2.00000000e+00,3.40000000e+01,,,7.27000000e+02,4.32000008e+01,,,,
"Urinary, Urine, Burning, Infection",,,,,260,0,2.00000000e+00,3.40000000e+01,,,1.00000000e+00,2.00000000e+00,,,,
"Gastrointestinal Disorders, Esophagus Diseases, Heart Burn",,,"-",,261,0,2.00000000e+00,3.45000000e+01,,,,,,,,
"Arthritis","Balance 4.00-7.00 For Stiffness, Balance also 10.00-9.00, 13.00-29.00, Adrenals, colon, Kidneys & Thyroid",,,,262,0,2.00000000e+00,3.80000000e+01,,,4.32999992e+01,,,,,
"Pulmonary Disorders, Lungs, Chest Conditions, Flu",,,"-",,263,0,2.00000000e+00,3.80000000e+01,,,4.32999992e+01,,,,,
"Blood, Pressure, High, Used For",,,,,264,0,2.00000000e+00,4.10000000e+01,,,,,,,,
"Dental, Teeth, Molars",,,,,265,0,2.00000000e+00,4.10000000e+01,,,,,,,,
"Viral Diseases, Exanthematous Viral Diseases, German Measles Toxins",,,"-",,267,0,2.00000000e+00,4.30000000e+01,,,5.17000000e+02,,,,,
"Virus, Intestinal",,,,,269,0,2.00000000e+00,4.50000000e+01,,,,,,,,
"Dental, Teeth, Upper Canine",,,,,270,0,2.00000000e+00,4.60000000e+01,,,,,,,,
"Sodium, Thiosulfate",,,,,271,0,2.00000000e+00,5.05000000e+01,,,,,,,,
"Polyps",,,,,273,0,2.00000000e+00,5.80000000e+01,,,,,,,,
"Heart",,,,,274,0,2.00000000e+00,7.00000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Delawarr, Heart, Helpful Paired with Small Intestine 21.00-36.00","Pair Color-Red; Emotion-Happiness; Sound-Laughter",,"+",,275,0,2.00000000e+00,7.60000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Brain, Meninges",,,,,276,0,2.00000000e+00,7.90000000e+01,,,,,,,,
"Appetite, Decreases","Balance 70.50-9.00, 50.00-4.50",,,,277,0,2.00000000e+00,8.10000000e+01,,,,,,,,
"Psychiatric Disorders, Insomnia","Balance 53.00-91.00, 46.00-46.00",,"-",,279,0,2.00000000e+00,8.40000000e+01,,,,,,,,
"Dermatologic Disorders, Dermatitis, Poison Ivy",,,"-",,280,0,2.00000000e+00,8.50000000e+01,,,,,,,,
"Colon, Constipation","Balance 45.00-29.00, 68.00-29.00, 14.00-32.00, 13.00-64.00, 17.00-29.00, 8.00-72.00, 5.00-66.00, 66.00-66.00",,,,281,0,2.00000000e+00,8.60000000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Weight",,,,,284,0,2.00000000e+00,8.90000000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Worms, Hookworm, Necator","Causes Anemia & Fatigue, Adult worms Live in Small Intestine & Feed on Blood, Eggs Excreted in Fecal Matter",,"-",,285,0,2.00000000e+00,9.73000031e+01,,,7.87000000e+02,6.00000000e+01,1.25000000e+02,,,
"Heart, Aorta",,,,,286,0,2.00000000e+00,9.80000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Planetary, Unknown III",,,,,287,0,2.00000000e+00,9.80000000e+01,,,,,,,,
"Diseases, Bacterial, Gram-Negative, Whooping Cough, Pertussis","Balance Acid/Alkaline, Sodium/Chlorine, Balance 3.00-9.00 Adrenals Is Effective, Toxin-Producing",,"-",,289,0,2.00000000e+00,1.00000000e+02,,,5.26000000e+02,7.65000000e+02,,,,
"Fungus & Parasitic Diseases, Worms, Hookworm, In Rectum","Balance 45.00-29.00, 8.00-72.00",,"-",,290,0,2.00000000e+00,1.00000000e+02,,,7.87000000e+02,6.00000000e+01,1.25000000e+02,,,
"Delawarr, Mouth, Nose & Throat, Salivary Glands, Parotid Gland, Nerves, Auriculotemporal Branch",,,"+",,291,0,2.20000005e+00,4.94000015e+01,,,,,,,,
"Spinal, Tension, Unnatural, In Emotion",,,,,293,0,2.29999995e+00,2.05000000e+01,,,,,,,,
"Syndrome, Meniere's, A Malfunction of the Semicircular Canal of the Inner Ear","Color Green/Systemic, Purple/Ears, Symptoms, dizziness, nausea, vomiting or a buzzing in the ear",,,,294,0,2.32999992e+00,5.00000000e-01,,,,,,,,
"Disorders, Ear, Vertigo",,,"-",,296,0,2.50000000e+00,5.00000000e-01,,,4.00000000e+00,5.00000000e+00,8.00000000e+00,9.00000000e+00,1.90000000e+01,9.19999981e+00
"Vaccine, Smallpox","Can cause Disfiguring Skin Disorders, Blindness, Neurological Impairments, & death",,,,297,0,2.50000000e+00,1.50000000e+00,,,,,,,,
"Dermatologic Disorders, Skin, Ear, Itchy",,,"-",,298,0,2.50000000e+00,1.75000000e+00,,,,,,,,
"Itch, General",,,,,299,0,2.50000000e+00,2.25000000e+00,,,,,,,,
"Bacteria, Pseudomonas Tuberculinum",,,,,300,0,2.50000000e+00,4.00000000e+00,,,,,,,,
"Chemical, Herbicide, Weed Killer",,,,,302,0,2.50000000e+00,4.50000000e+00,,,,,,,,
"Dermatologic Disorders, Virus, Encephalitis, European Equine, EEE, Skin, Used For","Check Legionella 42.25-36.5 & Listeria  31.00-28.50",,"-",,304,0,2.50000000e+00,4.50000000e+00,,,,,,,,
"Cancer","If Pineal High & Thymus Low Indicates Cancer Present, Balance 9.00-70.00 Pancreas to Stimulate Enzymes, Use 6.00-81.00 Thyroid to rid 82.00-XX",,,,305,0,2.50000000e+00,7.00000000e+00,,,,,,,,
"Brain, Endorphin, Naturally Produced by the Body, Painkiller","Function As Tranquilizers, Reduces Intense Physical Pain",,,,306,0,2.50000000e+00,7.00000000e+00,,,,,,,,
"Flu, Chicken Toxins",,,,,307,0,2.50000000e+00,8.50000000e+00,,,4.32999992e+01,,,,,
"Endocrine Disorders, Thyroid Disorders, Thyroid Glands, Effects Of Coffee On, Substance Abuse",,,"-",,308,0,2.50000000e+00,9.50000000e+00,,,,,,,,
"Weight",,,,,310,0,2.50000000e+00,1.10000000e+01,,,,,,,,
"Radiation, Plutonium, Implant",,,,,311,0,2.50000000e+00,1.30000000e+01,,,,,,,,
"Body, Face",,,,,312,0,2.50000000e+00,1.51999998e+01,,,,,,,,
"Lymphatics",,,,,313,0,2.50000000e+00,1.70000000e+01,,,1.00000000e+01,8.80000000e+02,,,,
"Weight",,,,,314,0,2.50000000e+00,2.05000000e+01,,,,,,,,
"Weight, Fat",,,,,315,0,2.50000000e+00,2.80000000e+01,,,,,,,,
"Neurologic Disorders, Muscular Atrophies & Dystrophy's, Muscular Dystrophy","Used For",,"-",,316,0,2.50000000e+00,2.95000000e+01,,,1.53000000e+02,,,,,
"Diseases, Diphtheria","Balance 59.00-77.00",,"-",,317,0,2.50000000e+00,3.70000000e+01,,,,,,,,
"Water, Willard",,,,,318,0,2.50000000e+00,3.77500000e+01,,,,,,,,
"Implant Mechanism, Psychosis, Physical",,,,,319,0,2.75000000e+00,0.00000000e+00,,,,,,,,
"Dermatologic Disorders, Sweating",,,"-",,320,0,2.75000000e+00,5.00000000e-01,,,,,,,,
"Weight",,,,,321,0,2.75000000e+00,5.00000000e-01,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache","Found In Tests For",,"-",,322,0,2.75000000e+00,3.00000000e+00,,,,,,,,
"Body, Face",,,,,323,0,2.75000000e+00,3.25000000e+00,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache","Found In Tests For",,"-",,325,0,2.75000000e+00,1.35000000e+01,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache","Found In Tests For",,"-",,326,0,2.75000000e+00,8.10000000e+01,,,,,,,,
"Colds, Flu",,,,,327,0,3.00000000e+00,0.00000000e+00,,,4.32999992e+01,,,,,
"Toxins, From Margarine","Check Nickel",,,,328,0,3.00000000e+00,1.50000000e+00,,,,,,,,
"Infection, Submucous",,,,,330,0,3.00000000e+00,3.00000000e+00,,,1.00000000e+00,2.00000000e+00,,,,
"Colds","Balance 88.00-33.00, Then 14.50-37.00, 12.50-38.50 To Reduce, Use 55.00-51.00, 13.00-64.00 Gall Bladder",,,,331,0,3.00000000e+00,4.00000000e+00,,,,,,,,
"Drug, Cortisone, Eyes, Eye drops",,,,,332,0,3.00000000e+00,6.00000000e+00,,,,,,,,
"Dermatologic Disorders, Skin, Crystallization Rough, Use For",,,"-",,335,0,3.00000000e+00,8.00000000e+00,,,,,,,,
"Hematologic Disorders, Anemia","Condition Of Reduced Numbers of Red Corpuscles or Hemoglobin or Both",,"-",,336,0,3.00000000e+00,9.00000000e+00,,,,,,,,
"Viral Diseases, Respiratory & Systemic Viral Diseases, Chest Conditions, Mumps Used For",,,"-",,337,0,3.00000000e+00,9.00000000e+00,,,4.32000008e+01,,,,,
"Emotion, Depression, Rheumatic Fever, Pellagra, Used For","Positive Emotion-Cheerful, Organ-Lung, Check Need to Balance Dopamine, Enkephalins, Melatonin, Noradrenaline, Norepinephrine, Serotonin",,,,338,0,3.00000000e+00,9.00000000e+00,,,,,,,,
"Delawarr, Ductless Glands, Suprarenal (Adrenal) Glands","Balance For Anemia, Catarrh, Edema, Exhaustion, Mononucleosis, Multiple Sclerosis, Poisons, Shock, Tuberculosis, Toxicity",,"+",,339,0,3.00000000e+00,9.00000000e+00,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache, Migraine, Used For",,,"-",,340,0,3.00000000e+00,9.00000000e+00,,,,,,,,
"Chemical, General, Neutralize Tobacco Toxins, Used For","Neutralize Tobacco Toxins",,,,342,0,3.00000000e+00,9.00000000e+00,,,,,,,,
"Weight, Fat",,,,,343,0,3.00000000e+00,1.25000000e+01,,,,,,,,
"Musculoskeletal & Connective Tissue Disorders, Scar Tissue","Balance 3.00-82.00",,"-",,344,0,3.00000000e+00,1.30000000e+01,,,,,,,,
"Viral Diseases, Exanthematous Viral Diseases, Measles","Balance 3.00-8.00 With Vitamins C & D",,"-",,346,0,3.00000000e+00,2.20000000e+01,,,4.67000000e+02,5.20000000e+02,1.48900000e+03,,,
"Psychiatric Disorders, Fright","Check 45.00-29.00",,"-",,347,0,3.00000000e+00,2.30000000e+01,,,,,,,,
"Neurologic Disorders, Peripheral Nerve Disorders, Neurasthenia, Type of Neurosis","Result of Emotional Conflicts, symptoms irritability, fatigue, weakness, anxiety, local pains, distress without physical cause",,"-",,348,0,3.00000000e+00,2.30000000e+01,,,,,,,,
"Stress",,,,,349,0,3.00000000e+00,2.30000000e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Mouth, Gums",,,"+",,351,0,3.00000000e+00,2.50000000e+01,,,,,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis, In Monkey Polio",,,"-",,352,0,3.00000000e+00,2.50000000e+01,,,,,,,,
"Weight, Fat",,,,,353,0,3.00000000e+00,2.60000000e+01,,,,,,,,
"Diseases, Sclerosis, Arterial",,,"-",,355,0,3.00000000e+00,3.10000000e+01,,,,,,,,
"Urinary, Urine, Burning",,,,,356,0,3.00000000e+00,3.10000000e+01,,,,,,,,
"Sleep",,,,,357,0,3.00000000e+00,3.30000000e+01,,,,,,,,
"Gynecologic, Obstetric, Pediatric, Genetic Disorders, Pregnancy Diagnosis, DO NOT USE",,,"-",,358,0,3.00000000e+00,3.70000000e+01,,,,,,,,
"Viral Diseases, Respiratory Viral Diseases, Influenza, Lagrippe","Used For",,"-",,361,0,3.00000000e+00,3.90000000e+01,,,3.43000000e+02,5.12000000e+02,8.62000000e+02,3.01200000e+03,3.42300000e+03,1.02230000e+04
"Eyes","Clear Body of All Toxins & Balance, use 3.75-2.75 to increase, helped by 2.00-49.00, 42.00-19.00, 7.00-19.00, 3.50-19.50, 23.00-9.50",,,,362,0,3.00000000e+00,4.00000000e+01,,,2.00000000e+01,,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis, In Monkey Polio",,,"-",,364,0,3.00000000e+00,5.00000000e+01,,,,,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis, In Monkey Polio",,,"-",,365,0,3.00000000e+00,5.05000000e+01,,,,,,,,
"Lymphatics Disorder, Lymph Glands, Tumor",,,"-",,366,0,3.00000000e+00,5.10000000e+01,,,6.66000000e+02,6.90000000e+02,7.40000000e+02,1.84000000e+03,1.99800000e+03,2.00000000e+03
"Dermatologic Disorders, Dermatitis, Eczema, Exanthematous Viral Disease",,,"-",,367,0,3.00000000e+00,5.30000000e+01,,,4.32999992e+01,,,,,
"Gynecologic, Obstetric, Pediatric, Genetic Disorders, Uterine, Menstrual Bleeding",,,"-",,368,0,3.00000000e+00,5.40000000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Protozoal, Malaria, Fever, Plasmodium Species","Causes Hemolysis & Anemia, Reproduces in Red Blood Cells, Spread by the Anopheles mosquito",,"-",,370,0,3.00000000e+00,6.10000000e+01,,,7.87000000e+02,4.32000008e+01,2.00000000e+01,8.80000000e+02,,
"Emotion, Deceit, Deception",,,,,371,0,3.00000000e+00,6.80000000e+01,,,,,,,,
"Viral Diseases, Exanthematous Viral Diseases, German Measles","Balance 3.00-74.00, 3.00-8.00",,"-",,372,0,3.00000000e+00,7.20000000e+01,,,5.17000000e+02,,,,,
"Fungus & Parasitic Diseases, Worms, Tapeworm, Dwarf",,,"-",,373,0,3.00000000e+00,7.30000000e+01,,,5.22000000e+02,5.62000000e+02,8.43000000e+02,1.22300000e+03,3.03200000e+03,5.52200000e+03
"Respiratory, Lungs, Lower",,,,,375,0,3.00000000e+00,7.40000000e+01,,,9.00000000e+00,,,,,
"Fungus & Parasitic Diseases, Worms, Tapeworm","Causes Bloating & Abdominal Discomfort, Constipation Or Diarrhea, Acquired by Eating Poorly Cooked Meat",,"-",,376,0,3.00000000e+00,7.50000000e+01,,,5.22000000e+02,5.62000000e+02,8.43000000e+02,1.22300000e+03,3.03200000e+03,5.52200000e+03
"Chemical, Poison, Alcohol, Substance Abuse, Hangover","Causes Neurasthenic Syndrome, Central Nervous System Depression",,,,377,0,3.00000000e+00,7.60000000e+01,,,,,,,,
"Poisoning, General Chemical, Lead Poisoning, Water Contaminant","Causes Disorientation, Blindness, Nerve Damage to Hands & Feet, Toxic to all major systems and organs",,,,379,0,3.00000000e+00,8.00000000e+01,,,,,,,,
"Chemical, Tobacco, Neutralize","Neutralize Tobacco Toxins",,,,380,0,3.00000000e+00,8.00000000e+01,,,,,,,,
"Nutrient, Mineral, Selenium, Used For","Deficiency Can Cause Coxsackie Virus to Mutate & Become Virulent",,,,381,0,3.00000000e+00,8.20000000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Worms, Tapeworm, In Rectum, Pin, Beef",,,"-",,382,0,3.00000000e+00,8.20000000e+01,,,5.22000000e+02,5.62000000e+02,8.43000000e+02,1.22300000e+03,3.03200000e+03,5.52200000e+03
"Musculoskeletal & Connective Tissue Disorders, Scar Tissue","Use For Collagen Vascular Diseases, Lupus, Erythematosis, Neurologic Disorders, Headache, Migraine, Meningococcus, Meningitis & Encephalitis",,"-",,383,0,3.00000000e+00,8.20000000e+01,,,,,,,,
"Delawarr, Urinary System, Kidneys, Helpful Paired with Urinary Bladder 39.00-30.00","Pair Color-Black; Emotion-Fear; Sound-Groaning",,"+",,384,0,3.00000000e+00,8.20000000e+01,,,8.00000000e+00,8.80000000e+02,,,,
"Chemical, Herbicide, Preview",,,,,385,0,3.00000000e+00,8.37500000e+01,,,,,,,,
"Chemical, Pesticide, Moth Crystals",,,,,386,0,3.00000000e+00,8.67500000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Fungus Systemic, Fungus, General",,,"-",,388,0,3.00000000e+00,9.80000000e+01,,,7.87000000e+02,,,,,
"Viral Diseases, Central Nervous System Viral Diseases, Poliomyelitis",,,"-",,389,0,3.00000000e+00,1.00000000e+02,,,7.42000000e+02,1.58000000e+03,2.63200000e+03,,,
"Viral Diseases, Exanthematous Viral Diseases, Scarletina, Scarlet Fever",,,"-",,390,0,3.00000000e+00,1.00000000e+02,,,,,,,,
"Otorhinolaryngological Disorders, Oropharynx Disorders, Throat, Tonsils, Problem With",,,"-",,392,0,3.00000000e+00,1.00000000e+02,,,,,,,,
"Syndrome, Meniere's, A Malfunction of the Semicircular Canal of the Inner Ear","Color Green/Systemic, Purple/Ears, Symptoms, dizziness, nausea, vomiting or a buzzing in the ear",,,,393,0,3.20000005e+00,2.50000000e+00,,,,,,,,
"Syndrome, Meniere's, A Malfunction of the Semicircular Canal of the Inner Ear","Color Green/Systemic, Purple/Ears, Symptoms, dizziness, nausea, vomiting or a buzzing in the ear",,,,394,0,3.20000005e+00,3.50000000e+00,,,,,,,,
"Insect, Beetles, Cucumber",,,,,395,0,3.20000005e+00,9.90999985e+01,,,,,,,,
"Fungus","Check Spleen 4.00-95.00, Use 4.00-3.50 (read high) to build resistance to all fungi",,,,397,0,3.25000000e+00,6.50000000e+00,,,7.87000000e+02,,,,,
"Chemical, Herbicide, Paraquat Di Chloride","Remove From Plants Use 3x Potency, Causes Tremors, Mental Disturbance",,,,398,0,3.25000000e+00,7.75000000e+00,,,,,,,,
"Delawarr, Central Nervous System, Spinal Cord, Meninges, Arachnoid Villi",,,"+",,399,0,3.25000000e+00,4.62500000e+01,,,,,,,,
"Chemical, Herbicide, Assure II",,,,,400,0,3.25000000e+00,8.40000000e+01,,,,,,,,
"Planetary, Unknown N1",,,,,401,0,3.40000010e+00,9.95000000e+01,,,,,,,,
"Cancer, Precedes Or Produces",,,,,402,0,3.50000000e+00,0.00000000e+00,,,,,,,,
"Sulfur, Sulfates, Sulfites",,,,,404,0,3.50000000e+00,2.00000000e+00,,,,,,,,
"Poisoning, Venomous Bites & Stings, Snake Bite",,,,,405,0,3.50000000e+00,3.00000000e+00,,,,,,,,
"Swelling",,,,,406,0,3.50000000e+00,5.00000000e+00,,,,,,,,
"Delawarr, Reticulo-Endothelial System, Cells Comprising Loose Reticulum In, Meningocytes",,,"+",,407,0,3.50000000e+00,5.50000000e+00,,,,,,,,
"Substance Abuse, Coffee",,,,,409,0,3.50000000e+00,8.50000000e+00,,,,,,,,
"Twitch",,,,,410,0,3.50000000e+00,8.50000000e+00,,,,,,,,
"Chemical, Farm, Ergot, Used For",,,,,412,0,3.50000000e+00,1.25000000e+01,,,,,,,,
"Neurologic Disorders, Extrapyramidal & Cerebellar Disorders, Parkinson's Disease, Used For","More Than 200 Mg Daily Of B6 May Interfere With Parkinson's Disease Drugs",,"-",,413,0,3.50000000e+00,1.25000000e+01,,,,,,,,
"Dermatologic Disorders, Virus, Encephalitis, European Equine, EEE, Skin, Used For","Check Legionella 42.25-36.5 & Listeria  31.00-28.50",,"-",,414,0,3.50000000e+00,1.25000000e+01,,,,,,,,
"Shakes, Shakiness, Used For",,,,,415,0,3.50000000e+00,1.25000000e+01,,,,,,,,
"Delawarr, Heart, Pericardium, Serous Sac",,,"+",,416,0,3.50000000e+00,2.17500000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Weight, Fat",,,,,418,0,3.50000000e+00,2.90000000e+01,,,,,,,,
"Edema, Fluid or Water Retention","Use Of 3.00-9.00 Adrenals is Effective, Check Posterior Pituitary 56.00-23.00, Use 6.00-17.00, 3.00-82.00, 23.00-23.00",,,,419,0,3.50000000e+00,3.20000000e+01,,,,,,,,
"Cancer, Virus",,,,,421,0,3.50000000e+00,3.70000000e+01,,,,,,,,
"Edema, Fluid or Water Retention","Use Of 3.00-9.00 Adrenals is Effective, Check Posterior Pituitary 56.00-23.00, Use 6.00-17.00, 3.00-82.00, 23.00-23.00",,,,422,0,3.50000000e+00,4.20000000e+01,,,,,,,,
"Negative, Entity, Block Any Negative Alien Reptilian Implant",,,,,424,0,3.59999990e+00,9.25000000e+01,,,,,,,,
"Implant Mechanism, Psychosis, Physical",,,,,425,0,3.75000000e+00,0.00000000e+00,,,,,,,,
"Bacteria, Pseudomonas Tuberculinium",,,,,426,0,3.75000000e+00,1.50000000e+00,,,,,,,,
"Diseases, Bacterial, Gram-Positive, Streptococcus, Strep, Ear","Colloidal Silver is Effective",,"-",,427,0,3.75000000e+00,2.50000000e+00,,,8.80000000e+02,4.32999992e+01,,,,
"Dermatologic, Eyes, Skin",,,,,428,0,3.75000000e+00,3.00000000e+00,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Headache, Decaffeinated Coffee Related","Substance Abuse",,"-",,429,0,3.75000000e+00,3.75000000e+00,,,,,,,,
"Dermatologic Disorders, Fungus, Skin, In Toes",,,"-",,430,0,3.75000000e+00,9.50000000e+00,,,7.87000000e+02,,,,,
"Chemical, Herbicide, Frontier",,,,,434,0,3.90000010e+00,5.47500000e+01,,,,,,,,
"Viral Diseases, Exanthematous Viral Diseases, Measles, Mumps","Use Of 3.00-9.00 Adrenals is Effective",,"-",,435,0,4.00000000e+00,0.00000000e+00,,,4.32000008e+01,,,,,
"Fever, Typhoid Fever","Use Of 3.00-9.00 Adrenals is Effective, Use 3.00-8.00, 4.00-23.00",,,,437,0,4.00000000e+00,0.00000000e+00,,,1.55000000e+03,,,,,
"Pulmonary Disorders, Pneumonia","Use Of 3.00-9.00 Adrenals is Effective",,"-",,438,0,4.00000000e+00,0.00000000e+00,,,6.00700000e+03,5.42300000e+03,5.42100000e+03,5.42000000e+03,5.41900000e+03,2.68800000e+03
"Building Rate","Use For 10 Minutes Maximum",,,,439,0,4.00000000e+00,2.00000000e+00,,,,,,,,
"Dermatologic Disorders, Skin, Rough (Crystallization)",,,"-",,440,0,4.00000000e+00,2.50000000e+00,,,,,,,,
"Diseases, Mycobacterial, Tuberculosis, Chronic",,,"-",,441,0,4.00000000e+00,5.00000000e+00,,,8.00000000e+02,4.32999992e+01,,,,
"Fungus & Parasitic Diseases, Protozoal, Malaria, Trypsin, Associated With Flu","Use of 3.00-8.00 Appendix is Effective",,"-",,442,0,4.00000000e+00,6.00000000e+00,,,7.87000000e+02,4.32000008e+01,,,,
"Menses, Delayed",,,,,444,0,4.00000000e+00,6.00000000e+00,,,,,,,,
"Weight, Loss",,,,,445,0,4.00000000e+00,6.00000000e+00,,,,,,,,
"Delawarr, Acid, Uric, Crystals","Deposit of this Mineral Could Cause Arthritic Problems, Balance 5.00-91.00, Check Gout 19.50-33.75 or 85.00-56.00",,"+",,446,0,4.00000000e+00,8.00000000e+00,,,,,,,,
"Acid, Acetic",,,,,447,0,4.00000000e+00,9.00000000e+00,,,,,,,,
"Weight",,,,,449,0,4.00000000e+00,1.00000000e+01,,,,,,,,
"Dermatologic Disorders,",,,"-",,450,0,4.00000000e+00,1.70000000e+01,,,,,,,,
"Skeletal, Spinal, Cord, Weight",,,,,451,0,4.00000000e+00,2.10000000e+01,,,,,,,,
"Fungus & Parasitic Diseases, Protozoal, Oriental Sore",,,"-",,452,0,4.00000000e+00,2.25000000e+01,,,7.87000000e+02,,,,,
"Fungus & Parasitic Diseases, Protozoal, Malaria, Typhoid Fever, Waterborne Disease","Use of 3.00-8.00 Appendix is Effective",,"-",,453,0,4.00000000e+00,2.30000000e+01,,,7.87000000e+02,1.55000000e+03,4.32000008e+01,2.00000000e+01,8.80000000e+02,
"Neurologic Disorders, Peripheral Nerve Disorders, Neurasthenia, Physical Stress",,,"-",,454,0,4.00000000e+00,2.30000000e+01,,,,,,,,
